10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
10,10,10,10,10,10,10,10,10,10,10,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,10,10,
10,10,10,10,10,10,10,10,10,10,10,41,322,323,10,41,10,10,10,10,10,10,10,10,10,10,10,10,10,41,10,10,10,10,10,10,10,10,10,10,48,49,41,10,10,
10,10,10,10,10,10,10,10,10,10,10,41,10,10,10,41,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,75,76,41,10,10,
10,10,10,10,10,10,10,10,10,10,10,41,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,41,10,10,10,10,10,10,10,10,10,10,102,103,41,10,10,
10,10,10,10,10,10,10,10,10,10,10,41,10,10,10,41,10,10,10,10,10,10,10,10,10,10,10,10,10,41,10,10,10,10,10,10,10,10,10,10,10,10,41,10,10,
10,10,10,10,10,10,10,10,10,10,10,41,446,447,448,41,10,10,10,10,10,10,10,10,10,10,10,10,10,41,10,10,10,10,10,10,10,10,10,10,10,10,41,10,10,
10,10,10,10,10,10,10,10,10,10,10,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,10,41,41,41,41,41,41,41,41,41,41,41,41,41,41,10,10,
10,10,10,10,10,10,10,10,10,10,10,41,10,10,10,41,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,41,10,10,
10,10,10,10,10,10,10,10,10,10,10,41,10,10,10,41,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,41,10,10,
10,10,10,10,10,10,10,10,10,10,10,41,10,10,10,41,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,319,10,10,10,10,10,10,10,41,10,10,
10,10,10,10,10,10,10,10,10,10,10,41,10,10,10,41,10,10,10,10,10,10,10,10,10,10,10,129,10,10,10,10,10,10,10,10,10,10,10,10,10,10,41,10,10,
10,10,10,10,10,10,10,10,10,10,10,41,10,10,10,41,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,41,10,10,
10,10,10,10,10,10,10,10,10,10,10,41,10,10,10,10,10,10,319,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,41,10,10,
10,10,10,10,10,10,10,10,10,10,10,41,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,41,10,10,
10,10,10,10,10,10,10,10,10,10,10,443,10,10,10,10,10,10,10,10,10,10,129,10,10,10,10,10,10,10,10,10,10,10,10,129,10,10,10,10,10,10,41,10,10,
10,10,10,10,10,10,10,10,10,10,10,41,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,41,10,10,
10,10,10,10,10,10,10,10,10,10,10,41,10,10,10,10,10,10,10,128,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,41,10,10,
10,10,10,10,10,10,10,10,10,10,10,41,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,41,10,10,
10,10,10,10,10,10,10,10,10,10,10,41,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,41,10,10,
10,10,10,10,10,10,10,10,10,10,10,41,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,41,10,10,
10,10,10,10,10,10,10,10,10,10,10,41,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,41,10,10,
10,10,10,10,10,10,10,10,10,10,10,41,41,41,41,41,41,41,41,41,41,41,469,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,10,10,
